Individual_ID,Age,Education_Years,Work_Experience,City_Category,Remote_Work_Days,Household_Size,Savings_Rate,Annual_Income
ID-08538,22,18,0,Urban,3,5,0.2153,96417.69
ID-08539,28,12,10,Urban,4,2,0.1577,85137.21
ID-08540,32,16,10,Rural,2,3,0.2025,65496.45
ID-08541,25,18,1,Urban,1,4,0.1556,98735.77
ID-08542,36,14,16,Suburban,3,5,0.1036,86639.33
ID-08543,40,18,16,Rural,2,3,0.1782,84515.78
ID-08544,44,16,22,Suburban,0,4,0.2503,100255.96
ID-08545,57,14,37,Urban,0,1,0.1403,133745.27
ID-08546,49,16,27,Rural,4,1,0.2806,83738.22
ID-08547,43,20,17,Suburban,4,1,0.1654,94489.74
ID-08548,44,14,24,Suburban,2,2,0.2221,93016.86
ID-08549,36,16,14,Suburban,0,1,0.2619,86745.36
ID-08550,59,18,35,Urban,5,1,0.3004,135877.14
ID-08551,46,20,20,Urban,3,1,0.2764,127454.13
ID-08552,56,18,32,Rural,5,5,0.1681,97993.52
ID-08553,58,16,36,Urban,1,3,0.2652,147461.73
ID-08554,50,20,24,Urban,4,2,0.1703,126670.15
ID-08555,36,18,12,Urban,2,4,0.139,116186.17
ID-08556,54,18,30,Urban,5,2,0.1747,125217.3
ID-08557,36,12,18,Suburban,4,3,0.2492,74466.04
ID-08558,50,14,30,Rural,2,1,0.1765,91328.19
ID-08559,64,16,42,Urban,0,1,0.1751,152209.72
ID-08560,33,16,11,Suburban,4,4,0.2631,77973.69
ID-08561,40,14,20,Suburban,5,2,0.1832,79388.13
ID-08562,24,12,6,Suburban,2,2,0.2067,56268.3
ID-08563,43,16,21,Urban,2,4,0.1459,113824.15
ID-08564,49,14,29,Suburban,5,2,0.1792,103671.55
ID-08565,29,14,9,Rural,4,2,0.1689,60019.52
ID-08566,25,14,5,Urban,1,2,0.1461,87417.08
ID-08567,22,18,0,Suburban,3,4,0.1679,69707.7
ID-08568,59,16,37,Rural,0,4,0.1646,88274.78
ID-08569,45,14,25,Suburban,5,3,0.1912,97595.12
ID-08570,22,12,4,Suburban,5,2,0.229,57079.69
ID-08571,43,16,21,Rural,4,3,0.1094,72819.56
ID-08572,22,18,0,Urban,4,5,0.1654,95458.46
ID-08573,39,16,17,Suburban,1,5,0.165,101693.05
ID-08574,32,14,12,Urban,0,2,0.1531,103418.67
ID-08575,30,16,8,Urban,4,1,0.2776,85324.37
ID-08576,45,18,21,Suburban,1,5,0.2673,113346.31
ID-08577,50,12,32,Urban,5,1,0.1755,116428.24
ID-08578,60,16,38,Urban,3,3,0.1422,141606.77
ID-08579,40,14,20,Urban,2,2,0.266,112368.56
ID-08580,50,12,32,Urban,3,3,0.2201,114854.99
ID-08581,60,12,42,Urban,3,3,0.1522,132941.24
ID-08582,35,16,13,Rural,3,4,0.1395,73956.64
ID-08583,47,12,29,Urban,3,2,0.2023,109723.6
ID-08584,43,12,25,Suburban,2,4,0.2807,93631.71
ID-08585,33,14,13,Suburban,5,3,0.1646,75106.63
ID-08586,30,12,12,Urban,0,1,0.2027,86548.78
ID-08587,56,16,34,Rural,0,2,0.1764,94191.76
ID-08588,50,12,32,Rural,5,2,0.2237,72487.2
ID-08589,43,14,23,Urban,1,5,0.1115,117677.37
ID-08590,18,18,0,Rural,1,1,0.1999,55770.49
ID-08591,55,16,33,Suburban,4,1,0.2171,105618.47
ID-08592,19,16,0,Urban,3,3,0.1277,75310.54
ID-08593,23,12,5,Suburban,3,3,0.0054,56086.55
ID-08594,63,16,41,Suburban,2,3,0.2943,122566.97
ID-08595,55,12,37,Suburban,3,5,0.118,111671.01
ID-08596,59,12,41,Suburban,2,1,0.2721,103580.87
ID-08597,41,16,19,Urban,4,4,0.1497,113697.55
ID-08598,35,20,9,Rural,1,1,0.204,75473.79
ID-08599,44,16,22,Rural,1,4,0.2247,85802.54
ID-08600,58,12,40,Suburban,4,2,0.2908,105874.99
ID-08601,25,18,1,Urban,4,4,0.1208,91533.39
ID-08602,45,12,27,Suburban,5,2,0.193,83823.47
ID-08603,27,18,3,Suburban,3,3,0.1288,71489.42
ID-08604,34,14,14,Rural,1,1,0.1318,65652.21
ID-08605,46,14,26,Rural,0,3,0.2007,90183.1
ID-08606,23,16,1,Rural,4,1,0.215,55781.7
ID-08607,31,20,5,Urban,1,4,0.3053,101922.72
ID-08608,39,18,15,Rural,1,1,0.178,69560.62
ID-08609,23,16,1,Urban,2,4,0.1695,88039.62
ID-08610,43,16,21,Urban,1,1,0.1927,118803.87
ID-08611,56,16,34,Urban,4,2,0.2142,135873.78
ID-08612,29,16,7,Rural,3,4,0.1916,61666.75
ID-08613,52,18,28,Rural,1,3,0.1442,94291.27
ID-08614,31,12,13,Urban,0,3,0.0433,85083.07
ID-08615,39,14,19,Urban,4,3,0.1755,109297.2
ID-08616,40,20,14,Rural,3,3,0.288,81608.56
ID-08617,24,20,0,Suburban,5,2,0.1776,73367.77
ID-08618,57,12,39,Urban,3,2,0.2004,129178.15
ID-08619,42,14,22,Suburban,4,5,0.1909,110751.83
ID-08620,30,20,4,Suburban,5,5,0.1451,85132.46
ID-08621,38,16,16,Rural,3,5,0.183,76575.11
ID-08622,58,16,36,Urban,0,5,0.2103,151291.75
ID-08623,27,12,9,Urban,1,1,0.179,80641.55
ID-08624,26,18,2,Urban,4,4,0.1816,90390.17
ID-08625,32,14,12,Urban,1,3,0.1871,91640.07
ID-08626,19,12,1,Suburban,1,1,0.1659,54326.76
ID-08627,42,14,22,Rural,3,2,0.2488,71766.14
ID-08628,30,20,4,Suburban,4,3,0.2747,91375.0
ID-08629,51,18,27,Rural,1,4,0.1165,99520.62
ID-08630,51,18,27,Rural,2,4,0.1732,99935.99
ID-08631,52,14,32,Urban,0,2,0.0911,126645.39
ID-08632,55,20,29,Urban,5,3,0.2299,148287.83
ID-08633,20,18,0,Suburban,3,5,0.2323,77596.02
ID-08634,59,18,35,Urban,4,3,0.2146,141006.9
ID-08635,23,20,0,Suburban,4,3,0.1791,71979.63
ID-08636,36,14,16,Urban,3,4,0.1572,99906.45
ID-08637,20,16,0,Suburban,1,2,0.1794,67089.8
ID-08638,35,20,9,Suburban,3,3,0.1813,88329.13
ID-08639,56,18,32,Urban,4,1,0.2602,144662.62
ID-08640,26,16,4,Suburban,2,1,0.278,78838.86
ID-08641,29,12,11,Urban,1,2,0.2569,83545.62
ID-08642,22,16,0,Urban,5,5,0.2853,89492.69
ID-08643,20,16,0,Suburban,3,3,0.2027,69528.7
ID-08644,28,12,10,Urban,4,3,0.1949,71549.37
ID-08645,47,18,23,Rural,5,4,0.1962,74323.64
ID-08646,21,14,1,Urban,4,3,0.1896,75625.21
ID-08647,22,14,2,Suburban,4,5,0.1889,64628.62
ID-08648,18,16,0,Suburban,2,3,0.2342,63540.15
ID-08649,44,16,22,Urban,1,3,0.1851,121943.39
ID-08650,45,12,27,Urban,3,4,0.1427,123263.01
ID-08651,46,14,26,Suburban,1,1,0.1945,96956.2
ID-08652,35,12,17,Urban,4,1,0.1388,88120.26
ID-08653,29,12,11,Urban,2,5,0.1683,84336.28
ID-08654,30,12,12,Suburban,5,2,0.0938,62676.66
ID-08655,58,12,40,Urban,2,2,0.2098,136312.99
ID-08656,19,14,0,Suburban,4,4,0.1249,59266.5
ID-08657,54,16,32,Rural,1,3,0.2413,90353.18
ID-08658,62,20,36,Urban,5,4,0.1931,154195.74
ID-08659,33,16,11,Urban,1,1,0.0872,106421.67
ID-08660,41,18,17,Urban,2,5,0.1707,113859.79
ID-08661,52,14,32,Suburban,5,2,0.1978,106428.23
ID-08662,39,18,15,Urban,0,3,0.2056,120991.29
ID-08663,53,16,31,Urban,2,2,0.2295,128789.68
ID-08664,28,16,6,Urban,5,1,0.1377,89190.61
ID-08665,63,12,45,Urban,2,3,0.1749,141231.14
ID-08666,46,14,26,Suburban,3,1,0.1946,99071.09
ID-08667,52,16,30,Urban,2,2,0.2172,125953.89
ID-08668,32,16,10,Urban,0,2,0.2056,100467.46
ID-08669,48,18,24,Urban,5,1,0.2456,124442.87
ID-08670,59,14,39,Urban,5,3,0.1252,139510.55
ID-08671,58,12,40,Urban,2,1,0.2565,118891.2
ID-08672,60,16,38,Urban,1,3,0.2509,143047.18
ID-08673,33,18,9,Urban,3,4,0.2255,108048.33
ID-08674,27,14,7,Suburban,3,4,0.1659,80756.72
ID-08675,49,16,27,Urban,2,3,0.2117,132438.51
ID-08676,19,14,0,Suburban,3,1,0.1936,60618.95
ID-08677,41,16,19,Urban,3,3,0.1818,108562.28
ID-08678,40,18,16,Suburban,2,2,0.2376,97292.3
ID-08679,19,18,0,Urban,0,1,0.1099,91487.68
ID-08680,55,12,37,Rural,5,3,0.241,92744.32
ID-08681,48,14,28,Suburban,2,2,0.2227,95374.06
ID-08682,57,16,35,Urban,1,5,0.283,142586.34
ID-08683,43,12,25,Urban,4,2,0.2899,115172.49
ID-08684,46,16,24,Suburban,0,3,0.1864,102406.86
ID-08685,20,16,0,Rural,2,1,0.2469,55092.6
ID-08686,31,14,11,Urban,0,1,0.1962,86383.61
ID-08687,42,18,18,Urban,4,4,0.2086,117568.2
ID-08688,18,14,0,Urban,3,3,0.1878,74825.26
ID-08689,20,20,0,Urban,3,2,0.1031,92897.52
ID-08690,43,18,19,Urban,4,2,0.2498,118986.8
ID-08691,35,18,11,Urban,3,3,0.1156,108317.34
ID-08692,26,12,8,Urban,0,2,0.2012,80754.86
ID-08693,55,20,29,Urban,3,5,0.0797,144092.14
ID-08694,40,18,16,Suburban,4,4,0.1791,100741.3
ID-08695,38,14,18,Suburban,4,1,0.1875,83906.44
ID-08696,18,14,0,Urban,5,2,0.2,66511.89
ID-08697,38,14,18,Rural,4,5,0.2605,66213.07
ID-08698,44,20,18,Urban,1,3,0.1902,123247.99
ID-08699,59,18,35,Urban,0,2,0.1467,154824.45
ID-08700,23,20,0,Suburban,4,3,0.1506,75833.58
ID-08701,61,18,37,Suburban,5,5,0.2228,121850.26
ID-08702,53,16,31,Rural,0,5,0.2107,87534.9
ID-08703,45,14,25,Urban,5,1,0.108,100454.43
ID-08704,62,14,42,Urban,1,3,0.1864,156698.76
ID-08705,34,12,16,Suburban,0,4,0.1573,81044.66
ID-08706,57,16,35,Urban,2,1,0.1966,133331.9
ID-08707,20,20,0,Urban,1,3,0.2,96439.78
ID-08708,29,20,3,Suburban,1,3,0.1396,79716.85
ID-08709,56,14,36,Urban,3,5,0.2593,137482.09
ID-08710,29,16,7,Urban,4,5,0.2159,93802.91
ID-08711,19,16,0,Urban,1,3,0.0644,88368.0
ID-08712,63,16,41,Urban,0,5,0.1921,152024.64
ID-08713,39,16,17,Urban,2,3,0.1996,112207.27
ID-08714,40,14,20,Urban,0,3,0.2655,109772.75
ID-08715,47,20,21,Urban,0,1,0.1371,127235.67
ID-08716,22,18,0,Rural,2,1,0.0858,59558.3
ID-08717,26,18,2,Urban,5,4,0.1872,91038.69
ID-08718,38,14,18,Rural,3,1,0.1376,72017.77
ID-08719,28,12,10,Urban,4,2,0.1743,81931.11
ID-08720,22,14,2,Urban,1,2,0.1355,74643.23
ID-08721,52,18,28,Urban,4,5,0.248,141964.79
ID-08722,44,20,18,Urban,3,2,0.2311,126487.04
ID-08723,19,16,0,Suburban,5,1,0.1387,60798.73
ID-08724,41,18,17,Urban,2,4,0.2665,124253.2
ID-08725,48,16,26,Suburban,4,3,0.2012,107336.95
ID-08726,50,14,30,Urban,0,4,0.2165,123400.23
ID-08727,56,18,32,Suburban,1,1,0.1729,114161.77
ID-08728,47,18,23,Suburban,1,1,0.1602,105820.12
ID-08729,63,14,43,Urban,5,1,0.2897,138871.59
ID-08730,54,14,34,Rural,3,5,0.2098,87185.19
ID-08731,45,16,23,Suburban,3,2,0.2064,94427.69
ID-08732,48,12,30,Rural,2,1,0.1724,76861.1
ID-08733,28,20,2,Urban,3,3,0.1916,100711.43
ID-08734,40,16,18,Rural,4,2,0.1909,65320.59
ID-08735,19,12,1,Rural,1,2,0.1681,43188.66
ID-08736,57,12,39,Suburban,2,5,0.2895,109584.69
ID-08737,58,20,32,Suburban,3,4,0.2147,127584.83
ID-08738,44,18,20,Rural,0,2,0.1374,85257.87
ID-08739,52,18,28,Rural,1,2,0.2269,94337.2
ID-08740,19,12,1,Suburban,2,1,0.1506,52548.83
ID-08741,56,18,32,Urban,1,3,0.1553,146916.18
ID-08742,54,16,32,Rural,4,1,0.1683,79698.19
ID-08743,38,16,16,Urban,5,3,0.2425,112500.51
ID-08744,22,20,0,Urban,3,2,0.1206,91326.29
ID-08745,62,12,44,Rural,5,3,0.1631,84943.37
ID-08746,38,16,16,Rural,3,1,0.1911,66475.41
ID-08747,46,12,28,Rural,3,1,0.1796,80352.16
ID-08748,37,16,15,Suburban,0,4,0.138,95174.92
ID-08749,55,14,35,Urban,4,5,0.251,142872.13
ID-08750,37,20,11,Rural,0,4,0.1659,80865.09
ID-08751,42,14,22,Urban,4,2,0.1272,114545.07
ID-08752,19,16,0,Suburban,4,3,0.1839,64809.06
ID-08753,49,18,25,Suburban,4,1,0.2397,99063.85
ID-08754,43,20,17,Urban,3,1,0.2165,123749.58
ID-08755,23,16,1,Urban,3,1,0.2059,80052.14
ID-08756,58,16,36,Urban,3,1,0.2401,140981.69
ID-08757,20,12,2,Suburban,0,2,0.1566,62761.34
ID-08758,50,12,32,Urban,2,5,0.1768,125131.44
ID-08759,18,16,0,Urban,5,4,0.1344,79925.27
ID-08760,22,12,4,Suburban,4,4,0.1717,60354.75
ID-08761,30,14,10,Suburban,0,1,0.0982,77408.13
ID-08762,36,12,18,Urban,3,1,0.1282,85563.24
ID-08763,29,16,7,Suburban,5,3,0.2454,72089.97
ID-08764,42,16,20,Urban,3,1,0.2368,122094.3
ID-08765,52,12,34,Urban,2,4,0.2097,122654.54
ID-08766,29,14,9,Urban,3,3,0.2554,91707.82
ID-08767,47,16,25,Suburban,4,3,0.2161,99630.65
ID-08768,22,16,0,Urban,1,1,0.1734,78897.72
ID-08769,51,16,29,Urban,5,3,0.1333,116821.05
ID-08770,39,18,15,Urban,3,5,0.1751,119758.64
ID-08771,56,12,38,Rural,2,1,0.255,82275.22
ID-08772,30,12,12,Rural,5,5,0.208,47602.42
ID-08773,64,12,46,Urban,1,1,0.3119,134818.44
ID-08774,20,16,0,Urban,5,5,0.1712,82385.73
ID-08775,37,18,13,Rural,4,1,0.059,67603.43
ID-08776,48,12,30,Urban,4,4,0.2172,112336.98
ID-08777,22,16,0,Urban,4,1,0.0496,74878.87
ID-08778,41,16,19,Urban,2,4,0.1671,99532.35
ID-08779,57,20,31,Rural,1,2,0.2517,91125.83
ID-08780,50,18,26,Suburban,4,2,0.2842,111401.07
ID-08781,25,16,3,Urban,3,1,0.1233,85615.01
ID-08782,41,16,19,Urban,1,4,0.2109,118959.69
ID-08783,37,20,11,Rural,4,4,0.2658,79839.39
ID-08784,33,20,7,Urban,1,3,0.1878,112107.55
ID-08785,29,16,7,Suburban,5,3,0.1482,82792.01
ID-08786,30,16,8,Urban,3,5,0.2723,100206.63
ID-08787,62,16,40,Suburban,0,3,0.2616,125983.57
ID-08788,59,16,37,Urban,4,1,0.2123,146900.45
ID-08789,56,16,34,Suburban,3,3,0.1296,117674.05
ID-08790,42,14,22,Urban,2,3,0.1742,113989.19
ID-08791,63,20,37,Urban,5,1,0.1765,151094.03
ID-08792,49,16,27,Urban,4,1,0.1131,122558.94
ID-08793,41,18,17,Rural,0,5,0.2585,76218.15
ID-08794,64,16,42,Urban,5,4,0.2427,143387.8
ID-08795,61,18,37,Urban,3,3,0.1755,142128.98
ID-08796,26,14,6,Suburban,5,2,0.1467,65496.16
ID-08797,57,16,35,Suburban,3,4,0.1841,124442.09
ID-08798,40,16,18,Suburban,1,1,0.1401,93973.5
ID-08799,30,14,10,Urban,4,3,0.3224,93376.89
ID-08800,49,18,25,Urban,0,5,0.1632,131990.3
ID-08801,32,12,14,Suburban,2,2,0.1659,75311.74
ID-08802,53,16,31,Urban,1,4,0.1686,146484.69
ID-08803,22,12,4,Rural,4,3,0.0824,51514.08
ID-08804,39,18,15,Suburban,0,1,0.1274,92929.7
ID-08805,33,14,13,Urban,1,4,0.236,89932.81
ID-08806,58,16,36,Urban,0,2,0.1917,136233.34
ID-08807,27,12,9,Urban,5,1,0.1977,79123.11
ID-08808,41,16,19,Suburban,0,2,0.2138,96304.21
ID-08809,35,18,11,Urban,1,3,0.208,117944.04
ID-08810,35,12,17,Rural,1,4,0.1503,65283.47
ID-08811,24,16,2,Urban,4,5,0.2585,78737.1
ID-08812,21,14,1,Urban,1,3,0.2171,75661.8
ID-08813,43,16,21,Urban,5,3,0.2168,114452.77
ID-08814,22,16,0,Suburban,4,5,0.1846,67074.78
ID-08815,33,16,11,Urban,0,5,0.1141,105104.05
ID-08816,52,16,30,Urban,1,1,0.2435,132184.52
ID-08817,43,16,21,Suburban,4,2,0.1864,84668.31
ID-08818,35,14,15,Urban,4,3,0.1445,94083.87
ID-08819,46,16,24,Suburban,2,1,0.1449,105710.24
ID-08820,40,12,22,Suburban,4,1,0.2391,90262.64
ID-08821,31,18,7,Rural,4,3,0.1112,59857.77
ID-08822,32,18,8,Suburban,2,2,0.162,78226.54
ID-08823,50,12,32,Suburban,3,5,0.208,105617.67
ID-08824,42,14,22,Urban,5,3,0.1846,118374.78
ID-08825,38,12,20,Urban,1,2,0.2088,100698.9
ID-08826,34,20,8,Urban,2,5,0.2427,114064.12
ID-08827,40,18,16,Suburban,4,4,0.2209,93056.42
ID-08828,60,14,40,Urban,4,3,0.2132,144503.8
ID-08829,34,16,12,Suburban,1,3,0.1617,84286.13
ID-08830,31,14,11,Urban,5,2,0.1093,96169.39
ID-08831,46,16,24,Suburban,0,1,0.1928,102803.22
ID-08832,37,18,13,Urban,2,1,0.1683,109775.17
ID-08833,47,16,25,Urban,3,2,0.2234,117328.75
ID-08834,36,18,12,Rural,1,3,0.1792,69826.41
ID-08835,56,16,34,Suburban,1,3,0.258,113510.33
ID-08836,30,12,12,Urban,2,3,0.158,86175.82
ID-08837,35,16,13,Suburban,4,4,0.157,91526.12
ID-08838,40,16,18,Urban,4,1,0.2111,111389.41
ID-08839,63,20,37,Suburban,3,4,0.2184,130850.74
ID-08840,50,14,30,Rural,2,3,0.219,72579.76
ID-08841,56,16,34,Urban,1,1,0.1994,133415.58
ID-08842,57,16,35,Rural,2,3,0.2083,94528.03
ID-08843,35,16,13,Urban,0,3,0.1702,106758.2
ID-08844,26,14,6,Suburban,1,2,0.1826,78965.18
ID-08845,50,20,24,Urban,3,1,0.2618,140833.23
ID-08846,49,14,29,Urban,3,3,0.1735,125891.2
ID-08847,34,14,14,Rural,1,5,0.1537,64432.71
ID-08848,36,18,12,Urban,4,5,0.202,112048.75
ID-08849,44,12,26,Rural,1,3,0.1847,76645.93
ID-08850,23,14,3,Urban,1,2,0.2436,85309.14
ID-08851,52,16,30,Urban,0,3,0.237,129214.61
ID-08852,54,12,36,Suburban,1,5,0.2468,113455.67
ID-08853,51,20,25,Urban,5,1,0.2483,136418.22
ID-08854,37,16,15,Urban,5,2,0.1542,100175.78
ID-08855,42,16,20,Urban,2,3,0.1976,121958.6
ID-08856,21,12,3,Rural,2,5,0.2049,40117.05
ID-08857,27,14,7,Suburban,3,1,0.1772,79264.82
ID-08858,27,16,5,Urban,4,5,0.1322,97782.09
ID-08859,41,16,19,Urban,3,2,0.2374,110389.59
ID-08860,38,18,14,Urban,0,4,0.1793,114285.07
ID-08861,28,14,8,Suburban,1,3,0.1931,73627.96
ID-08862,44,16,22,Rural,3,1,0.2231,72880.62
ID-08863,33,14,13,Suburban,1,2,0.2586,78468.63
ID-08864,43,16,21,Urban,3,2,0.2032,118824.91
ID-08865,47,16,25,Suburban,1,4,0.0962,101658.87
ID-08866,33,12,15,Rural,3,4,0.1921,66141.17
ID-08867,24,16,2,Suburban,5,3,0.1881,67364.96
ID-08868,33,12,15,Rural,5,3,0.0996,64666.1
ID-08869,52,16,30,Urban,5,2,0.2756,134734.07
ID-08870,33,16,11,Suburban,2,3,0.0506,78604.25
ID-08871,57,12,39,Suburban,0,3,0.236,101050.53
ID-08872,29,20,3,Suburban,3,4,0.1025,86427.28
ID-08873,52,16,30,Suburban,2,2,0.2554,110282.44
ID-08874,38,20,12,Urban,4,5,0.2162,112204.12
ID-08875,60,12,42,Urban,3,5,0.2837,147299.55
ID-08876,53,20,27,Rural,1,1,0.2289,91949.38
ID-08877,34,12,16,Urban,0,4,0.2017,99918.0
ID-08878,49,16,27,Rural,2,1,0.1826,79215.96
ID-08879,58,20,32,Suburban,2,2,0.1212,117135.03
ID-08880,23,14,3,Urban,0,5,0.282,89838.5
ID-08881,41,12,23,Rural,3,5,0.1668,66730.25
ID-08882,44,18,20,Suburban,1,5,0.2109,109728.71
ID-08883,37,16,15,Urban,4,1,0.1458,98102.32
ID-08884,42,16,20,Urban,3,3,0.1384,113380.27
ID-08885,19,12,1,Rural,0,1,0.172,44004.63
ID-08886,26,16,4,Suburban,3,5,0.1968,75269.39
ID-08887,45,12,27,Suburban,3,4,0.2829,90387.5
ID-08888,55,20,29,Suburban,0,4,0.2553,127998.79
ID-08889,20,16,0,Urban,0,1,0.1841,85593.46
ID-08890,37,18,13,Rural,4,1,0.184,77146.96
ID-08891,23,14,3,Urban,0,2,0.1902,77447.24
ID-08892,56,18,32,Urban,0,1,0.1929,136725.62
ID-08893,50,16,28,Urban,0,1,0.213,128989.05
ID-08894,18,18,0,Urban,2,5,0.1282,94252.7
ID-08895,54,14,34,Suburban,0,3,0.1763,112881.56
ID-08896,23,18,0,Urban,0,5,0.1704,101987.76
ID-08897,62,16,40,Urban,0,3,0.2282,151513.88
ID-08898,51,12,33,Urban,4,5,0.1951,133372.56
ID-08899,64,16,42,Suburban,3,5,0.2237,132997.8
ID-08900,32,12,14,Urban,0,2,0.1364,95032.12
ID-08901,62,14,42,Urban,0,3,0.1519,147077.73
ID-08902,43,14,23,Suburban,4,5,0.1905,93242.36
ID-08903,31,16,9,Urban,3,5,0.0967,95828.25
ID-08904,24,16,2,Urban,4,3,0.217,84195.59
ID-08905,63,16,41,Rural,5,2,0.1443,101980.09
ID-08906,48,12,30,Urban,1,3,0.1785,116855.67
ID-08907,41,18,17,Urban,1,2,0.2162,115746.85
ID-08908,48,20,22,Suburban,1,2,0.2438,106244.54
ID-08909,46,14,26,Suburban,0,4,0.2281,103560.18
ID-08910,59,12,41,Rural,4,2,0.2333,82657.94
ID-08911,49,16,27,Urban,0,4,0.3276,132549.85
ID-08912,34,18,10,Suburban,1,1,0.1313,88416.27
ID-08913,31,16,9,Suburban,3,2,0.1967,78105.45
ID-08914,57,16,35,Urban,3,3,0.2386,145706.37
ID-08915,53,12,35,Urban,5,4,0.2208,131790.3
ID-08916,41,18,17,Suburban,4,1,0.1678,83867.6
ID-08917,62,16,40,Urban,5,1,0.2392,135844.77
ID-08918,44,14,24,Urban,3,2,0.2178,115003.35
ID-08919,42,12,24,Urban,1,3,0.2542,116225.98
ID-08920,49,16,27,Urban,5,2,0.2227,116071.57
ID-08921,35,16,13,Urban,5,5,0.09,105787.48
ID-08922,63,16,41,Urban,5,1,0.2525,136232.57
ID-08923,35,20,9,Urban,4,5,0.1649,104015.17
ID-08924,54,12,36,Rural,4,5,0.1945,95622.82
ID-08925,43,20,17,Urban,1,4,0.1358,130104.05
ID-08926,26,16,4,Urban,1,5,0.1828,84711.71
ID-08927,52,16,30,Rural,1,1,0.3007,85800.52
ID-08928,25,18,1,Rural,5,1,0.2283,53055.56
ID-08929,37,16,15,Urban,1,3,0.1278,105864.73
ID-08930,59,14,39,Urban,4,2,0.199,134753.31
ID-08931,39,18,15,Suburban,3,3,0.2394,95855.74
ID-08932,36,16,14,Rural,1,3,0.177,73126.64
ID-08933,47,16,25,Urban,2,2,0.0946,118969.06
ID-08934,45,18,21,Urban,4,1,0.1677,116314.44
ID-08935,52,16,30,Rural,0,4,0.271,92421.76
ID-08936,60,16,38,Urban,3,5,0.2854,144345.97
ID-08937,28,18,4,Suburban,4,4,0.1692,76508.06
ID-08938,48,16,26,Suburban,1,5,0.1843,108328.17
ID-08939,56,12,38,Urban,5,2,0.0913,126152.81
ID-08940,53,18,29,Urban,2,2,0.1982,134578.96
ID-08941,47,12,29,Suburban,0,3,0.1685,102861.54
ID-08942,40,18,16,Suburban,3,2,0.0953,97469.35
ID-08943,36,20,10,Rural,1,5,0.1383,88650.46
ID-08944,29,14,9,Suburban,4,4,0.1135,72758.08
ID-08945,32,12,14,Urban,4,4,0.1849,93046.5
ID-08946,48,14,28,Suburban,3,4,0.2755,108688.52
ID-08947,60,16,38,Urban,2,4,0.2024,142654.74
ID-08948,54,20,28,Suburban,5,3,0.2171,116007.32
ID-08949,54,16,32,Urban,1,4,0.3271,144131.28
ID-08950,32,12,14,Suburban,3,5,0.0868,79966.63
ID-08951,46,16,24,Suburban,3,3,0.2056,100885.67
ID-08952,60,18,36,Suburban,4,3,0.2672,116491.96
ID-08953,43,14,23,Rural,3,3,0.2086,68070.31
ID-08954,61,18,37,Urban,0,2,0.1297,149894.11
ID-08955,19,14,0,Urban,0,3,0.2654,72065.95
ID-08956,37,18,13,Urban,1,5,0.229,111302.84
ID-08957,32,14,12,Rural,3,4,0.1954,54035.45
ID-08958,21,14,1,Urban,4,2,0.1019,65697.33
ID-08959,39,18,15,Urban,5,4,0.3036,108874.57
ID-08960,55,16,33,Rural,1,1,0.2343,90826.74
ID-08961,40,14,20,Rural,2,2,0.2123,69159.87
ID-08962,43,20,17,Rural,4,5,0.2223,84772.29
ID-08963,28,16,6,Urban,2,2,0.2259,90554.93
ID-08964,45,14,25,Rural,1,3,0.2007,69577.08
ID-08965,19,16,0,Suburban,0,2,0.1631,73918.63
ID-08966,25,18,1,Suburban,4,3,0.0629,78065.21
ID-08967,46,16,24,Urban,5,4,0.1567,120933.66
ID-08968,28,14,8,Suburban,4,2,0.277,67552.83
ID-08969,54,16,32,Urban,1,2,0.1625,141920.71
ID-08970,35,16,13,Urban,4,5,0.1702,99561.04
ID-08971,31,18,7,Suburban,4,1,0.1234,85295.57
ID-08972,27,12,9,Urban,1,2,0.2025,76776.88
ID-08973,52,16,30,Urban,3,4,0.1892,139301.77
ID-08974,26,12,8,Urban,1,3,0.1614,83202.97
ID-08975,52,16,30,Suburban,4,4,0.162,114275.61
ID-08976,28,20,2,Urban,5,5,0.1989,101620.36
ID-08977,61,12,43,Suburban,5,2,0.2846,114234.81
ID-08978,29,14,9,Suburban,1,1,0.0944,72956.09
ID-08979,20,16,0,Suburban,4,1,0.1548,59117.36
ID-08980,56,18,32,Urban,2,2,0.1979,147310.74
ID-08981,31,14,11,Suburban,2,1,0.1428,73470.31
ID-08982,45,16,23,Urban,0,4,0.2528,124327.76
ID-08983,28,18,4,Urban,1,3,0.2365,89266.88
ID-08984,56,18,32,Suburban,1,2,0.2175,118112.91
ID-08985,42,18,18,Rural,2,3,0.1581,81825.61
ID-08986,38,14,18,Urban,2,1,0.2454,110149.23
ID-08987,27,20,1,Suburban,2,5,0.1623,84475.63
ID-08988,60,14,40,Rural,5,3,0.2589,90607.42
ID-08989,32,14,12,Rural,5,5,0.3041,59585.1
ID-08990,36,14,16,Urban,0,4,0.186,101228.71
ID-08991,39,16,17,Suburban,0,5,0.1969,104928.54
ID-08992,38,18,14,Urban,3,3,0.1531,106756.4
ID-08993,61,12,43,Suburban,5,3,0.2619,111128.14
ID-08994,49,18,25,Urban,1,2,0.2096,138157.4
ID-08995,40,18,16,Suburban,0,5,0.1271,106763.36
ID-08996,30,16,8,Rural,4,4,0.1443,74780.42
ID-08997,22,18,0,Rural,1,2,0.2699,64724.38
ID-08998,21,12,3,Rural,3,2,0.1587,47304.92
