Property_ID,Square_Footage,Num_Bedrooms,Age_of_House_Years,Sale_Price
5917,600,1,34.1,152805.85
5918,1282,2,63.5,184485.53
5919,1440,2,74.0,212910.55
5920,1795,3,16.0,309516.34
5921,1770,3,66.4,285528.75
5922,1769,3,17.9,314077.28
5923,2660,4,22.2,504732.73
5924,1788,3,53.1,326419.73
5925,1692,3,28.9,321818.09
5926,921,3,66.2,180874.73
5927,2819,4,95.6,486243.86
5928,1463,2,14.9,261481.9
5929,1130,2,57.1,155604.09
5930,2170,5,92.3,394398.86
5931,1386,1,17.7,249003.59
5932,1579,3,36.7,277041.05
5933,2207,1,12.4,400010.94
5934,1739,3,64.2,255295.83
5935,3849,6,66.9,642378.85
5936,1940,3,66.4,273149.01
5937,2494,4,54.2,447207.22
5938,600,1,74.6,134641.38
5939,1311,1,3.6,244450.35
5940,1130,3,95.8,168110.32
5941,1236,1,22.2,277246.15
5942,2332,4,12.2,465760.92
5943,2828,5,94.1,533420.1
5944,2276,3,83.0,373985.12
5945,1819,3,76.5,312326.3
5946,1495,2,10.5,331991.08
5947,2891,5,80.8,490331.96
5948,3657,5,60.9,631008.02
5949,2108,3,73.2,292114.84
5950,2751,4,97.8,487846.97
5951,2275,5,19.4,460466.56
5952,2604,4,50.4,457565.04
5953,1068,3,75.3,217615.47
5954,1609,3,43.4,272120.96
5955,2316,4,5.5,439243.29
5956,2970,5,11.1,575418.28
5957,1345,3,60.2,249683.3
5958,600,1,28.5,143365.46
5959,1601,1,13.8,300355.34
5960,2808,4,34.0,519772.22
5961,733,2,20.1,140851.47
5962,1058,1,2.4,253738.46
5963,2125,3,15.2,389507.72
5964,1907,2,88.3,296847.07
5965,2476,5,1.2,480417.62
5966,1017,3,77.4,178456.85
5967,1740,3,75.3,301450.46
5968,2956,5,56.4,541640.2
5969,1046,2,20.8,242754.96
5970,3182,6,87.8,557868.04
5971,1146,1,47.5,183999.08
5972,2680,4,17.3,507379.66
5973,1702,2,42.9,306985.43
5974,1084,2,19.5,228483.25
5975,1602,5,37.6,348574.96
5976,2436,4,49.7,403771.04
5977,1995,2,36.0,299784.93
5978,2895,4,65.7,521436.44
5979,3149,6,93.6,534192.23
5980,1054,1,34.8,205646.26
5981,995,2,35.6,179101.7
5982,956,1,73.8,180891.41
5983,1281,1,53.1,223454.71
5984,2883,5,42.9,518654.9
5985,2448,3,81.4,404240.14
5986,1564,3,89.1,214774.6
5987,1991,4,59.1,370731.3
5988,3123,6,18.5,630812.42
5989,3526,6,46.6,639479.11
5990,2208,4,50.4,405503.92
5991,600,1,43.2,112497.63
5992,2238,1,26.2,406774.49
5993,2748,5,47.2,530189.49
5994,2180,4,44.7,390477.71
5995,2581,4,20.9,489356.69
5996,2286,2,90.3,356430.91
5997,1012,1,88.5,156017.0
5998,1291,2,76.0,193562.55
5999,1743,5,40.1,382943.68
6000,2852,5,37.0,537303.11
6001,1387,2,71.6,260792.9
6002,2365,4,60.8,388216.86
6003,2243,6,60.1,401987.47
6004,3269,6,12.4,671905.95
6005,1967,2,61.8,354265.53
6006,600,1,90.2,62473.77
6007,2517,5,8.6,517388.5
6008,3710,5,33.9,642720.94
6009,2570,5,50.9,427311.12
6010,1370,1,68.6,163112.98
6011,1134,1,9.0,227379.48
6012,1238,2,87.3,234895.53
6013,3603,6,4.1,715241.05
6014,1738,3,85.8,318588.45
6015,1470,2,2.8,319038.14
6016,1873,2,15.4,356602.25
6017,1746,4,80.0,336673.2
6018,3254,6,86.0,509014.69
6019,1188,1,98.2,189363.43
6020,2945,3,11.6,499467.68
6021,2098,3,52.6,344765.83
6022,2966,5,7.7,581123.84
6023,3266,5,15.6,625605.66
6024,2068,3,17.4,375997.78
6025,1748,2,6.3,353283.76
6026,2053,3,89.3,345584.91
6027,1924,4,12.6,380725.38
6028,674,1,62.9,119599.0
6029,3242,5,62.6,613262.34
6030,2197,3,19.9,401619.18
6031,1070,1,99.8,139449.8
6032,600,2,34.7,145960.76
6033,600,2,90.5,93018.62
6034,2616,6,94.8,476299.78
6035,1505,3,94.9,281561.99
6036,1636,2,75.3,259006.27
6037,2391,3,25.4,411925.97
6038,1587,4,12.1,387770.27
6039,2437,3,57.0,417954.44
6040,2076,4,36.0,349983.68
6041,1933,2,83.1,350023.73
6042,742,2,74.5,159855.49
6043,1344,1,27.6,284516.1
6044,2482,5,1.7,531794.97
6045,1454,1,23.7,330239.44
6046,2964,5,56.7,498307.34
6047,3877,6,7.9,695339.0
6048,2525,4,65.8,423781.6
6049,3194,5,67.2,537343.14
6050,2577,4,16.9,486072.27
6051,1573,3,59.6,270997.07
6052,2160,3,60.7,340703.52
6053,3611,5,47.8,606550.81
6054,1581,2,95.3,233546.51
6055,1169,2,10.8,275304.46
6056,1093,1,40.7,182037.19
6057,1826,4,88.3,333515.53
6058,1197,2,38.6,195612.91
6059,3339,5,42.5,511906.39
6060,2173,2,66.8,349158.71
6061,2777,6,66.6,488054.7
6062,1761,5,2.3,365274.41
6063,1088,1,45.6,166772.95
6064,952,3,33.4,193431.17
6065,1274,2,62.8,196200.63
6066,2278,5,55.6,399825.41
6067,2416,4,65.1,386359.89
6068,2483,4,65.4,376913.59
6069,809,1,25.5,110725.06
6070,2000,2,24.6,421810.05
6071,1179,2,37.0,225646.24
6072,2321,4,24.2,476906.88
6073,2383,3,68.3,393385.58
6074,1062,1,60.3,172463.81
6075,2774,5,21.6,531455.81
6076,3871,5,88.4,650923.38
6077,2668,5,46.1,457180.25
6078,1870,4,12.7,370841.37
6079,1747,3,21.3,347632.3
6080,1833,3,54.0,278423.81
6081,1391,1,33.8,279009.54
6082,2202,3,85.1,383771.18
6083,1089,4,49.5,181226.76
6084,600,1,91.5,59801.4
6085,2176,5,10.2,445875.13
6086,2017,3,66.9,365108.61
6087,1543,2,88.6,278740.39
6088,974,2,29.3,186732.03
6089,2232,4,13.6,492399.26
6090,1208,2,45.7,223449.44
6091,1889,2,96.1,280840.06
6092,3412,5,63.3,600166.16
6093,2521,3,64.4,429401.61
6094,905,1,67.2,153402.0
6095,980,1,4.0,258723.12
6096,2121,5,44.6,413682.28
6097,900,2,7.8,184187.38
6098,600,1,31.6,108737.42
6099,2426,4,82.2,444987.7
6100,2257,3,65.6,398144.13
6101,2360,4,99.6,345445.46
6102,2210,4,17.2,387589.52
6103,1948,4,39.7,371062.02
6104,1470,1,81.0,236140.99
6105,2413,2,21.6,407743.48
6106,3224,6,15.4,569298.0
6107,1599,3,42.8,272511.7
6108,1183,2,38.4,267895.66
6109,1092,2,98.0,177807.78
6110,1307,3,45.6,279551.93
6111,2162,3,86.1,379549.13
6112,600,1,88.8,68312.6
6113,2351,4,15.8,440694.39
6114,2515,3,71.5,410825.48
6115,600,1,27.8,143208.55
6116,1217,2,9.5,282208.5
6117,2064,5,87.5,411370.64
6118,1885,3,29.2,374712.91
6119,2416,4,34.5,465310.39
6120,1887,4,32.4,415296.65
6121,3012,4,20.0,540649.9
6122,1743,4,43.5,366414.8
6123,1214,4,42.8,272293.64
6124,1149,2,40.9,235023.67
6125,2588,4,91.6,419532.98
6126,2024,5,34.0,366564.05
6127,2507,5,3.0,507240.55
6128,2490,4,17.8,477952.13
6129,600,2,72.1,97894.16
6130,1088,3,59.1,208512.94
6131,1183,2,95.2,159263.88
6132,1347,2,69.4,204659.92
6133,1664,3,19.4,317036.58
6134,2799,5,12.1,501987.51
6135,2959,4,52.1,497602.26
6136,1766,2,66.5,309522.35
6137,1799,2,16.6,373002.01
6138,1436,3,60.2,314150.5
6139,2071,2,86.5,311444.37
6140,2162,4,72.8,406097.16
6141,2645,6,66.4,492019.06
6142,2639,6,78.9,466769.66
6143,600,1,10.4,156728.46
6144,1878,2,20.4,372946.63
6145,3107,4,3.8,560544.51
6146,1650,2,14.5,302868.76
6147,2911,3,91.3,448350.91
6148,1755,3,22.2,324809.05
6149,2140,4,66.2,408004.29
6150,1090,3,69.2,184078.39
6151,1121,1,64.5,166833.58
6152,2580,4,55.4,460466.39
6153,2705,5,48.6,497617.72
6154,2021,3,42.0,354310.08
6155,1018,3,91.7,216438.64
6156,2035,4,1.0,398722.96
6157,3006,5,5.3,567343.68
6158,3394,4,49.3,531530.24
6159,1747,4,33.1,337984.25
6160,672,1,40.8,100067.67
6161,2672,5,99.8,423065.49
6162,1779,1,77.5,220942.73
6163,2754,5,87.7,445594.76
6164,2225,4,36.9,412387.5
6165,1293,2,24.0,248680.62
6166,2047,6,76.8,375241.46
6167,3047,4,80.8,494321.32
6168,1881,4,55.0,335533.36
6169,1172,2,89.6,183259.59
6170,729,1,96.7,94208.32
6171,1382,3,47.1,271492.86
6172,1672,3,22.3,322962.61
6173,2656,5,51.7,471189.46
6174,1103,4,99.0,215742.9
6175,3243,6,29.3,618087.69
6176,930,1,61.8,154281.41
6177,3865,6,69.4,694108.89
6178,3380,6,21.4,631951.92
6179,2113,3,58.8,360843.95
6180,682,1,31.5,140424.65
6181,1956,4,85.4,339191.16
6182,1691,3,71.5,268539.71
6183,981,1,82.6,99207.99
6184,2233,4,20.0,436012.19
6185,1341,3,3.5,314234.92
6186,1428,2,85.1,201133.98
6187,1837,3,38.7,366436.48
6188,1540,2,18.0,255460.81
6189,3663,5,9.2,653128.66
6190,1571,2,51.7,316980.33
6191,2353,4,15.0,459838.18
6192,2116,2,56.7,344502.7
6193,2282,3,72.7,385422.62
6194,2343,4,53.5,448553.93
6195,2705,6,90.4,437325.02
6196,2213,3,15.6,447450.92
6197,2180,2,49.4,355232.81
6198,2047,3,16.3,406704.39
6199,1889,3,87.6,292922.26
6200,1271,3,93.2,253163.94
6201,1951,3,40.0,354871.25
6202,2193,1,30.6,336269.72
6203,2322,6,27.9,477706.62
6204,2144,4,86.0,395352.56
6205,1814,3,68.2,342211.23
6206,1954,2,88.1,304990.06
6207,1557,1,11.8,309450.54
6208,2251,4,47.6,399028.56
6209,1823,3,67.6,329131.61
6210,2144,4,89.7,368903.06
6211,2801,5,38.2,442206.81
6212,1433,1,31.3,229887.66
6213,2477,2,91.3,383708.86
6214,2027,3,4.8,399372.21
6215,3617,5,48.0,628455.42
6216,1827,2,45.9,319594.24
6217,2556,5,14.6,526907.18
6218,2012,2,39.5,359057.05
6219,889,2,72.3,97226.37
6220,1583,1,36.7,321793.27
6221,2704,5,31.0,458163.51
6222,1654,4,78.2,319501.93
6223,600,1,98.9,36794.8
6224,1975,5,77.9,394487.81
6225,1126,4,84.6,204242.56
6226,2105,4,94.0,360196.88
6227,3241,6,80.2,512354.2
6228,2616,5,98.0,457210.74
6229,3229,6,74.7,574974.81
6230,1551,3,66.2,290161.28
6231,1885,3,69.3,346022.53
6232,1164,1,90.0,172056.18
6233,1453,1,68.3,223041.65
6234,1258,4,76.1,217530.92
6235,955,2,21.6,194891.35
6236,3093,5,91.3,546100.4
6237,600,2,44.7,113278.2
6238,3096,4,16.1,515437.22
6239,2997,6,80.0,500878.7
6240,2400,4,35.6,456639.63
6241,1108,2,18.4,223899.16
6242,734,1,25.6,169712.25
6243,1561,2,3.5,261342.55
6244,2500,3,9.1,388186.61
6245,2002,3,59.3,354492.74
6246,1165,2,86.6,210569.9
6247,2919,3,44.9,454192.69
6248,3348,4,62.6,575266.43
6249,1819,3,81.0,332827.94
6250,2087,3,35.7,379398.9
6251,793,2,65.4,169132.15
6252,1668,3,35.0,321925.6
6253,2408,6,64.3,443209.41
6254,2284,4,21.8,455716.77
6255,1594,2,97.8,288692.77
6256,1781,3,7.6,342109.75
6257,1642,4,50.5,313688.08
6258,1777,3,28.6,313879.15
6259,2339,5,60.1,431663.31
6260,600,1,42.8,116825.46
6261,1941,3,30.7,390578.05
6262,2280,4,25.0,467490.69
6263,1544,4,18.2,346699.75
6264,1617,3,78.3,301088.76
6265,1640,2,22.2,290603.1
6266,1617,2,77.4,236794.61
6267,2005,1,48.5,337867.35
6268,2103,4,7.2,420172.26
6269,600,2,16.5,206744.31
6270,2522,3,89.3,353826.52
6271,1768,3,60.3,327464.25
6272,3546,6,18.4,672229.62
6273,1047,3,70.4,176699.86
6274,1306,3,82.3,200849.63
6275,1838,1,33.1,305766.2
6276,2331,4,55.7,374084.6
6277,600,1,29.3,167957.32
6278,1337,1,8.0,326663.29
6279,2473,5,40.0,455457.17
6280,1242,2,75.1,190203.06
6281,3096,6,45.9,534934.12
6282,1637,2,40.5,265725.06
6283,1281,4,36.6,258133.31
6284,2488,5,45.9,491705.85
6285,3286,6,31.8,687266.87
6286,2333,3,61.2,377904.62
6287,3008,6,6.4,563563.39
6288,3341,5,80.7,532359.12
6289,1263,1,17.3,251866.38
6290,2751,5,63.3,495579.94
6291,781,2,45.0,163682.54
6292,2340,3,77.3,373012.92
6293,1943,5,82.6,384338.92
6294,2994,6,20.4,591870.5
6295,2938,6,67.7,544547.26
6296,2456,5,19.0,487463.37
6297,2239,4,12.4,431195.42
6298,2407,2,93.0,348747.11
6299,2049,4,16.4,417196.5
6300,1951,3,22.8,379978.51
6301,3154,5,13.0,601853.86
6302,3250,5,47.0,535765.8
6303,1887,1,92.0,282963.37
6304,2190,3,26.4,394658.87
6305,2065,4,54.2,354436.9
6306,711,3,41.1,186943.97
6307,1731,2,33.6,317201.01
6308,3280,6,57.2,645080.87
6309,1400,3,55.9,272400.62
6310,3692,6,35.9,657620.16
6311,2938,6,85.1,509947.8
6312,2321,4,5.3,424598.7
6313,2449,5,8.5,516302.13
6314,1266,1,99.1,183512.13
6315,1788,2,74.8,296688.61
6316,3153,6,80.4,522030.23
6317,1508,3,60.3,292458.94
6318,2849,5,42.0,495376.22
6319,898,2,62.9,150514.11
6320,1041,1,9.3,216879.17
6321,3521,4,75.8,563004.83
6322,1991,3,54.1,330582.3
6323,1569,2,95.7,237558.07
6324,3090,5,63.7,562752.15
6325,2997,6,15.2,599791.5
6326,2737,5,47.8,515031.38
6327,1544,3,5.8,334130.22
6328,1770,3,74.5,288976.53
6329,2249,3,50.2,420225.29
6330,2556,3,37.0,405430.17
6331,1593,1,96.9,237310.78
6332,2137,3,94.1,361334.49
6333,2214,4,95.3,363616.15
6334,3029,4,22.1,528615.09
6335,2604,5,72.9,456387.96
6336,795,1,94.5,89679.55
6337,1829,3,57.1,336536.9
6338,1257,3,21.4,290060.51
6339,2454,2,81.8,393842.25
6340,2739,4,88.0,460134.93
6341,2081,1,70.3,339899.11
6342,1785,3,29.4,361163.0
6343,2055,4,19.1,383537.65
6344,2167,2,62.4,316658.58
6345,1488,1,48.3,256523.12
6346,1025,1,66.9,188357.02
6347,600,1,11.2,106541.57
6348,3014,5,13.6,567947.72
6349,2397,4,36.3,468727.23
6350,2290,3,25.9,414887.72
6351,3012,4,61.9,550281.27
6352,996,3,36.8,248342.73
6353,611,1,68.4,97364.52
6354,2307,3,76.9,370352.64
6355,2235,3,18.7,406543.19
6356,615,1,92.0,87035.47
6357,2288,5,78.7,375889.63
6358,1680,4,62.7,277898.26
6359,1354,2,90.9,153598.32
6360,1733,5,26.6,363151.68
6361,600,2,42.2,187235.07
6362,1527,2,8.6,252424.09
6363,1437,2,45.6,254451.38
6364,2446,4,50.6,431032.76
6365,1873,2,61.6,307862.99
6366,2511,6,6.4,542946.89
6367,600,1,3.2,130192.65
6368,1329,3,42.0,212102.46
6369,2445,5,18.9,463262.26
6370,1753,3,75.9,280551.07
6371,2676,6,66.9,432128.27
6372,600,1,32.6,135071.01
6373,2585,4,4.6,464437.02
6374,1489,2,18.2,286677.02
6375,1411,3,69.2,242244.65
6376,2793,5,99.0,437886.41
6377,2930,3,32.6,530648.85
6378,2828,6,80.2,493003.8
6379,3631,6,86.7,616639.07
6380,3013,4,4.8,572755.69
6381,1364,2,91.6,218514.81
6382,2113,2,46.6,363278.79
6383,1712,3,96.4,254055.82
6384,3623,6,53.9,612559.4
6385,2884,4,23.5,527734.71
6386,1849,3,97.5,270328.65
6387,2702,3,24.3,500696.63
6388,1014,2,88.2,158263.25
6389,2200,2,17.3,412365.02
6390,1250,2,67.5,188874.29
6391,649,1,41.1,100916.72
6392,2628,4,97.2,468410.37
6393,2727,5,18.5,515531.47
6394,2366,4,40.9,455026.83
6395,1854,4,64.0,301619.88
6396,987,3,97.8,157764.66
6397,1071,1,30.4,233899.98
6398,1225,2,39.7,192884.74
6399,1813,5,46.2,416889.53
6400,2861,5,25.3,538997.43
6401,2848,4,81.7,451338.25
6402,681,1,9.2,168589.07
6403,1445,2,70.5,268095.2
6404,1424,1,53.4,215246.67
6405,600,2,24.2,133595.12
6406,2453,5,49.3,459751.81
6407,1803,2,83.0,295629.59
6408,1909,3,44.5,340753.73
6409,3077,5,12.2,586856.67
6410,2071,2,4.1,408724.57
6411,1655,1,77.8,255358.99
6412,2458,3,33.0,419978.47
6413,2847,5,93.1,477027.0
6414,2237,3,61.7,425084.22
6415,2551,3,43.6,451074.04
6416,1884,3,56.4,363448.7
6417,1935,4,45.7,350820.92
6418,2090,4,90.6,357601.14
6419,1398,3,45.8,287916.13
6420,1546,2,10.4,341018.78
6421,3102,6,59.7,588222.68
6422,3606,6,62.3,603079.83
6423,3274,5,76.5,583669.9
6424,941,2,93.3,188637.27
6425,864,1,44.3,144781.1
6426,1047,1,35.2,171522.2
6427,2108,4,49.1,386327.45
6428,600,2,90.0,102471.53
6429,1529,2,98.0,222199.68
6430,3126,6,97.1,501532.83
6431,2786,4,23.0,546334.51
6432,1593,1,49.7,242699.35
6433,1653,4,25.9,324518.89
6434,2454,5,36.8,466389.51
6435,2748,5,3.2,497853.27
6436,1573,2,16.1,264379.55
6437,1813,3,39.7,324391.78
6438,1547,4,36.5,333514.38
6439,935,2,27.9,202643.48
6440,1824,2,23.0,283690.33
6441,1763,1,74.9,304270.63
6442,991,2,29.5,225021.26
6443,2517,3,70.7,420801.86
6444,2387,4,36.9,442664.84
6445,2557,3,80.2,431227.07
6446,1386,1,16.7,317679.3
6447,600,1,15.8,164404.79
6448,2374,3,68.0,404130.41
6449,1469,3,91.5,211479.26
6450,1287,3,14.3,280724.04
6451,994,1,7.4,227536.43
6452,1780,2,93.5,269349.42
6453,3262,6,11.7,606844.21
6454,1596,4,25.0,343211.79
6455,1128,3,92.9,165139.03
6456,2522,3,80.3,430765.66
6457,2138,5,34.3,407390.29
6458,600,1,95.5,25576.21
6459,2530,4,56.8,432687.27
6460,3703,6,7.2,688242.02
6461,600,1,70.3,112567.0
6462,1011,4,53.7,229594.09
6463,600,2,57.3,91931.69
6464,1940,4,99.4,324524.01
6465,2792,4,15.3,503248.73
6466,2084,3,65.7,346050.8
6467,3114,6,45.9,545444.91
6468,2664,3,27.2,471575.87
6469,3362,5,69.4,652127.28
6470,2928,6,66.8,572154.03
6471,1678,1,85.6,223212.75
6472,2053,4,87.9,349289.07
6473,1305,1,56.2,207954.8
6474,1815,2,32.6,329754.86
6475,2049,3,53.0,382891.29
6476,1932,4,35.9,367826.53
6477,3074,4,27.7,531105.74
6478,1736,3,55.2,340186.07
6479,1254,1,65.8,169614.46
6480,1304,2,59.1,233086.89
6481,2524,5,95.4,390093.86
6482,877,1,29.9,147007.28
6483,1839,4,37.2,374682.38
6484,3062,5,66.8,513903.79
6485,2234,3,60.0,335157.27
6486,1940,2,0.2,352783.67
6487,1971,2,31.2,329922.89
6488,1176,1,25.4,189539.91
6489,1314,2,84.0,223658.98
6490,1844,4,86.6,278629.78
6491,2217,3,28.4,390140.11
6492,2759,4,10.2,519019.5
6493,2074,3,20.5,381114.1
6494,3082,6,17.7,578069.76
6495,3284,6,23.7,595537.52
6496,2636,3,23.5,441158.74
6497,2980,5,48.0,517693.89
6498,1207,3,32.0,266917.67
6499,1081,1,56.0,171513.13
6500,2414,4,34.4,448742.25
6501,927,1,81.5,166803.8
6502,1768,2,95.1,284131.7
6503,2617,6,40.4,468329.53
6504,3131,5,4.9,601891.51
6505,1797,5,24.0,401575.48
6506,1480,2,10.2,279296.37
6507,2256,4,34.5,381178.28
6508,1141,1,64.5,173523.47
6509,1861,3,51.9,337338.76
6510,1994,4,24.3,404480.15
6511,1978,4,76.7,332300.62
6512,2071,4,13.1,359244.33
6513,1332,3,22.8,244634.11
6514,1418,1,67.6,232614.25
6515,1402,2,19.7,324288.12
6516,704,2,67.9,130750.32
6517,2273,2,97.7,375616.62
6518,2716,5,83.1,439467.86
6519,2637,4,16.0,476558.19
6520,1790,4,52.0,278353.01
6521,1351,3,42.2,273105.46
6522,2595,4,99.2,397575.83
6523,2511,3,96.4,409475.47
6524,2174,3,12.7,398373.13
6525,3395,6,90.9,627096.86
6526,1979,1,19.3,391206.57
6527,1794,3,31.9,280959.61
6528,1680,2,35.3,318507.63
6529,751,1,28.7,136121.78
6530,2529,5,85.3,452262.66
6531,1916,2,33.0,307411.74
6532,2408,4,81.7,441891.77
6533,3474,6,99.4,607317.16
6534,1687,3,84.1,245445.27
6535,600,1,34.6,122775.8
6536,2385,3,71.1,399909.71
6537,2133,2,53.4,375219.08
6538,1414,1,78.7,213879.87
6539,2318,4,15.3,465111.51
6540,2629,4,63.8,451530.08
6541,1243,2,77.4,219850.97
6542,1759,1,76.1,233754.86
6543,3181,5,96.4,524412.77
6544,1423,3,5.8,332530.16
6545,2053,2,34.6,395564.83
6546,600,1,47.7,121201.7
6547,815,1,31.0,159990.54
6548,2126,3,31.0,423317.7
6549,2982,4,17.6,540686.5
6550,910,2,81.3,180077.07
6551,2060,4,90.8,343688.39
6552,1699,4,8.2,359263.78
6553,2762,5,15.5,499290.13
6554,1026,2,22.8,184391.7
6555,2344,3,50.9,430334.24
6556,1477,1,79.1,266326.71
6557,2178,4,7.1,433626.37
6558,2055,5,63.7,378150.17
6559,1799,4,14.9,393469.2
6560,2382,4,97.1,398017.56
6561,2035,2,89.9,253390.06
6562,1894,4,95.0,342975.18
6563,1715,3,10.6,310334.28
6564,2062,5,48.8,394964.08
6565,2178,2,16.5,382443.11
6566,1209,3,60.0,212305.09
6567,1720,3,23.3,335554.31
6568,1156,2,77.1,214090.21
6569,1968,5,64.4,369462.82
6570,1526,3,57.2,313419.0
6571,2617,3,82.5,459881.85
6572,2538,4,50.0,488799.93
6573,1262,1,27.0,231315.68
6574,1998,3,62.1,333088.11
6575,2511,5,95.7,424242.55
6576,1860,4,60.1,369040.31
6577,1417,3,63.0,283814.53
6578,1126,1,93.5,94239.75
6579,2683,5,51.5,493874.22
6580,2722,5,99.6,394391.09
6581,1834,1,16.0,326850.33
6582,2613,4,53.7,445761.72
6583,600,1,21.3,117044.94
6584,3062,6,45.3,584265.28
6585,1874,4,17.1,361271.93
6586,2113,4,22.3,408910.08
6587,1744,2,21.1,301426.8
6588,3117,5,32.0,568790.54
6589,1151,3,13.5,280874.86
6590,3180,5,80.9,515305.71
6591,2317,4,22.1,455894.37
6592,2498,3,41.7,437786.64
6593,1737,3,1.6,355448.42
6594,953,1,10.5,190799.28
6595,2744,4,89.6,469233.43
6596,2249,4,83.7,397150.13
6597,3089,6,84.1,532740.33
6598,1845,2,41.1,328908.68
6599,1665,3,14.2,352001.94
6600,3110,6,10.8,611406.42
6601,3530,5,60.6,598385.87
6602,2007,2,82.8,343937.24
6603,1398,3,90.0,254294.29
6604,2648,3,28.9,521882.44
6605,1797,2,32.1,284628.64
6606,2479,5,10.1,506329.51
6607,1793,5,77.4,360799.46
6608,3251,4,27.6,600723.96
6609,1440,2,48.1,251207.82
6610,2384,4,92.9,359209.3
6611,1609,2,75.2,299664.11
6612,1775,5,5.3,374987.37
6613,1670,2,0.8,322461.51
6614,2591,4,78.7,487321.09
6615,2735,6,55.3,474222.13
6616,2446,5,72.0,454745.45
6617,1914,4,15.7,365710.08
6618,2112,3,87.2,322642.85
6619,2718,4,77.3,460025.32
6620,2743,4,89.1,467092.26
6621,600,2,34.1,166467.33
6622,1782,4,27.6,382280.41
6623,1821,2,15.2,323346.79
6624,2535,4,93.0,387254.75
6625,1947,3,17.7,364337.57
6626,2575,3,11.9,480391.59
6627,1137,1,19.3,214994.79
6628,2208,4,77.1,288700.99
6629,2720,4,89.0,401158.17
6630,820,1,81.1,117115.1
6631,4011,5,56.3,702970.94
6632,2953,5,99.4,465823.09
6633,2001,3,6.9,407968.45
6634,1337,1,86.7,158772.07
6635,1860,4,42.8,361172.1
6636,2067,4,45.5,390211.51
6637,2353,3,12.8,449460.88
6638,3201,5,3.3,577268.33
6639,1619,3,31.7,273828.91
6640,2450,2,17.5,451663.02
6641,966,1,48.3,133078.93
6642,1669,4,14.7,329290.82
6643,2301,3,13.8,463907.85
6644,2553,6,87.7,457038.9
6645,1397,1,92.1,210065.27
6646,1647,3,96.4,280531.1
6647,3168,5,68.1,560487.8
6648,2930,5,77.1,502286.6
6649,2167,5,83.6,360651.68
6650,600,1,65.9,169387.68
6651,4009,6,33.0,707614.68
6652,1984,4,15.6,403365.2
6653,1750,6,23.7,394521.61
6654,1582,2,84.0,236743.11
6655,2301,3,69.6,373820.0
6656,2309,5,45.6,472092.16
6657,2761,4,2.9,503323.16
6658,1259,2,26.6,257864.4
6659,1750,4,72.9,336584.55
6660,3624,6,51.2,637255.46
6661,2180,3,43.6,384810.3
6662,1862,4,31.4,388128.28
6663,1247,2,60.7,215061.72
6664,2405,4,96.6,341508.96
6665,2825,4,90.1,499257.19
6666,2700,4,3.0,488173.28
6667,1793,4,48.1,345860.61
6668,2289,3,32.9,379048.0
6669,3337,5,51.1,571929.64
6670,2857,3,60.6,464140.76
6671,1373,3,20.0,289302.03
6672,600,1,78.2,70546.25
6673,2237,2,47.5,427115.42
6674,2639,3,99.2,412102.82
6675,1129,2,2.5,269365.85
6676,1993,3,19.0,378551.11
6677,1789,3,69.0,333111.32
6678,2083,3,69.5,299319.37
6679,1564,1,58.2,235406.3
6680,3032,4,97.2,473998.3
6681,2118,5,41.5,396227.66
6682,1297,3,41.7,269154.0
6683,2734,5,91.0,476941.02
6684,989,2,53.8,183423.37
6685,3028,6,35.4,564669.38
6686,2793,4,71.9,532447.75
6687,3112,5,62.0,550341.19
6688,1873,2,30.6,280807.01
6689,1603,2,29.8,315868.51
6690,2067,4,39.6,402387.61
6691,1932,4,7.2,423054.02
6692,1478,2,94.3,241250.6
6693,1557,4,18.3,306289.53
6694,1707,3,19.4,357794.17
6695,1064,1,64.7,175319.58
6696,2542,3,72.4,444514.34
6697,1958,4,73.7,383450.64
6698,1753,3,37.5,324897.34
6699,1112,3,87.3,213828.61
6700,1072,1,54.4,208121.41
6701,3549,6,43.9,641231.74
6702,1498,2,81.0,288821.34
6703,2488,3,24.4,474853.68
6704,2130,3,86.0,331050.46
6705,600,2,53.9,133395.63
6706,3434,6,90.0,604599.57
6707,2547,4,20.2,523923.23
6708,1386,2,93.6,228536.37
6709,1977,3,68.8,343756.36
6710,1081,3,61.8,239279.08
6711,3461,5,42.2,604898.24
6712,1274,3,95.6,184845.25
6713,1582,3,44.4,314380.34
6714,1416,3,49.9,258062.36
6715,2064,2,78.1,394974.37
6716,3096,5,28.5,572936.85
6717,3431,4,29.1,619077.1
6718,1681,2,77.5,254418.06
6719,2303,5,12.9,491778.63
6720,2066,5,82.3,368389.11
6721,1215,2,62.5,209122.59
6722,3938,6,53.9,685060.25
6723,3090,6,22.9,552886.14
6724,2151,3,78.6,348477.38
6725,3266,4,80.5,549157.9
6726,2970,6,48.3,508229.99
6727,2065,4,38.9,414158.21
6728,2261,3,24.6,407748.59
6729,3210,5,75.4,552279.45
6730,1243,3,63.9,174443.49
6731,3339,6,20.7,629944.19
6732,1820,3,79.4,278363.88
6733,3220,5,88.2,528637.12
6734,1996,4,5.9,365473.58
6735,2270,4,77.2,366659.31
6736,1973,3,85.3,318636.89
6737,1575,2,99.2,230135.56
6738,1784,3,23.8,365705.14
6739,3103,4,37.1,499067.97
6740,600,1,96.6,76420.48
6741,1009,2,9.4,221351.69
6742,1420,1,52.4,224658.2
